1000 23000 10000
1 26 1407 1658
2 923 120 1197
3 1999 502 2637
4 2293 396 2660
5 1641 1012 2637
6 464 1640 2342
7 1623 1191 3151
8 1357 1574 2787
9 630 1365 2016
10 1389 276 1966
11 1338 1333 2724
12 1013 531 1510
13 265 172 1042
14 1624 1867 3506
15 1666 673 2745
16 832 469 1382
17 1075 1889 3278
18 1049 495 1840
19 2195 1372 3391
20 1396 796 2492
21 1761 446 2177
22 1878 577 2908
23 739 1799 2560
24 610 617 1358
25 168 1483 1683
26 398 1890 2645
27 1775 163 2150
28 1547 1902 3625
29 1073 842 1895
30 1097 1042 2546
31 1287 1537 3285
32 160 810 1093
33 922 1964 2888
34 389 196 587
35 321 563 865
36 1161 257 1534
37 867 449 1395
38 745 1463 2426
39 190 1400 1691
40 1705 1537 2961
41 1893 1691 3661
42 1862 1309 3043
43 2254 738 2801
44 959 1661 2801
45 648 666 1222
46 443 1271 1806
47 803 211 1042
48 1026 1445 2236
49 1808 336 2402
50 1484 1126 2737
51 665 1403 1986
52 1549 1611 3632
53 667 206 911
54 1971 1754 4371
55 891 570 1375
56 94 879 878
57 1271 884 2355
58 2143 166 2367
59 291 179 1125
60 530 530 1158
61 1314 788 2264
62 1828 665 2872
63 1825 1158 3185
64 1906 341 2306
65 491 862 1258
66 824 645 1747
67 872 836 1874
68 1695 538 2470
69 2017 516 2473
70 1543 1451 2710
71 2282 1198 3213
72 714 33 707
73 388 1110 1737
74 1895 476 2433
75 587 53 722
76 659 1148 1843
77 1781 198 1914
78 1964 1720 3342
79 1081 1226 2750
80 1561 1083 2599
81 1485 1013 2602
82 2087 962 3606
83 629 190 823
84 1559 1103 2618
85 2054 1795 4191
86 2066 9 2193
87 1815 1091 3130
88 1315 1545 3155
89 447 498 973
90 917 1871 3032
91 657 1448 1999
92 2058 539 2671
93 451 274 857
94 713 1781 2703
95 184 416 633
96 1901 405 2513
97 414 341 751
98 1196 1131 2101
99 1044 1642 2757
100 845 1753 2515
101 1633 379 1863
102 1826 964 3222
103 1827 905 3236
104 1667 1575 3858
105 97 326 413
106 1025 367 1480
107 33 1132 1279
108 1096 1040 2336
109 67 1239 1414
110 1121 110 1361
111 460 806 1221
112 201 93 1478
113 652 1086 1829
114 95 130 265
115 1209 1287 2672
116 678 552 1297
117 1894 1453 3419
118 1697 236 2110
119 905 1680 3091
120 657 1897 2378
121 540 260 881
122 287 1133 1396
123 832 1858 2981
124 784 906 1888
125 761 469 1153
126 183 1285 1360
127 655 1630 2077
128 1698 282 2289
129 1829 1569 3463
130 1041 1783 2600
131 1665 69 1717
132 1897 413 2223
133 825 280 1164
134 1698 130 1903
135 817 841 1563
136 2086 673 2804
137 994 812 2106
138 520 1416 2139
139 284 761 1202
140 1522 1545 3224
141 82 957 1214
142 347 570 958
143 933 503 1586
144 1257 389 1559
145 2152 29 2432
146 1377 296 2004
147 1503 549 2217
148 2190 934 3487
149 27 180 1393
150 2134 1333 3658
151 719 658 1537
152 1972 1678 4003
153 1527 876 2507
154 1523 1616 2903
155 507 1361 2121
156 2290 445 3144
157 1056 78 1112
158 910 1307 2380
159 1768 1890 3545
160 2279 1716 4477
161 681 18 837
162 1627 1495 3497
163 695 437 1304
164 1233 1797 3333
165 139 153 309
166 1291 613 1822
167 80 1325 1620
168 85 1840 2168
169 189 966 1325
170 1080 981 1951
171 1601 794 2710
172 1188 711 1882
173 1801 824 2595
174 314 194 1433
175 1026 637 1906
176 1223 1849 3299
177 1361 1776 3393
178 299 819 1151
179 633 295 1041
180 1315 297 1847
181 813 416 1336
182 1775 658 2795
183 1519 1114 3109
184 2213 936 3327
185 1650 1513 3359
186 1292 680 1940
187 52 13 1168
188 1797 133 2142
189 1313 571 2239
190 725 742 1477
191 1482 746 2354
192 1165 1987 3320
193 2115 1624 3525
194 1922 1628 3864
195 126 1067 1397
196 975 1651 2701
197 1281 1936 3647
198 141 1773 1936
199 1608 679 2645
200 86 356 406
201 173 29 1000
202 2241 1960 4598
203 1374 785 2277
204 160 49 1421
205 1738 1543 3131
206 1155 1279 2820
207 432 1064 1653
208 1434 1251 2449
209 555 1032 1744
210 1567 1363 3220
211 1729 1311 2791
212 769 1153 2104
213 412 1897 2210
214 726 1877 2875
215 451 198 1392
216 62 646 684
217 886 410 1301
218 1429 1221 2628
219 2270 1998 3868
220 181 83 1334
221 1506 1117 3018
222 1466 949 2682
223 1789 56 1876
224 1641 1607 3144
225 2073 322 2238
226 326 1847 2036
227 218 1509 1566
228 2105 485 2408
229 197 1099 1476
230 1816 1274 3018
231 1061 758 1723
232 772 1198 1876
233 813 937 1744
234 319 79 1054
235 1000 588 1722
236 1017 305 1463
237 1032 284 1338
238 672 1785 2721
239 1712 1337 3264
240 2278 641 2686
241 278 1734 1923
242 143 1288 1546
243 1017 220 1408
244 372 479 934
245 72 1959 1934
246 1985 1116 3066
247 1349 199 1699
248 1672 1322 3108
249 1511 1505 2895
250 904 1367 2492
251 844 1772 2555
252 2214 773 3234
253 2180 1188 3645
254 2100 362 2744
255 649 1370 2069
256 89 320 412
257 1697 354 1881
258 2111 1510 4198
259 1799 388 1987
260 1577 813 2485
261 1461 812 2052
262 1252 476 1613
263 999 346 1307
264 1394 412 2118
265 463 1394 2010
266 1075 668 1620
267 1903 989 2760
268 1414 990 2527
269 1363 1286 2556
270 1298 408 1956
271 1092 1774 2821
272 1871 1765 3687
273 506 120 738
274 1300 1489 2966
275 1654 574 2241
276 1108 321 1461
277 337 74 433
278 2222 504 2924
279 331 1006 1595
280 1127 243 1528
281 1769 1501 3871
282 984 14 976
283 1692 1455 2859
284 2197 748 3356
285 443 721 1248
286 2163 1572 3800
287 622 1010 1680
288 930 174 1080
289 365 119 496
290 2240 282 2474
291 2260 488 3150
292 373 1914 2274
293 99 145 1150
294 1449 274 1972
295 1682 1299 3172
296 1206 1743 3382
297 1749 336 2445
298 715 190 915
299 311 1074 1366
300 2093 384 2274
301 1570 1717 3000
302 838 45 946
303 565 696 1443
304 1765 1133 3227
305 1783 592 2686
306 1139 864 1934
307 1005 692 1565
308 2229 424 2645
309 615 178 737
310 971 938 1955
311 771 569 1278
312 1115 1921 3388
313 1636 333 1849
314 68 58 119
315 229 167 1134
316 84 921 1031
317 2008 418 2850
318 1787 1474 3143
319 235 63 300
320 549 1377 1881
321 2086 1857 4286
322 819 292 1081
323 1863 898 3188
324 615 1531 2035
325 333 4 1480
326 1943 1566 3619
327 1070 1937 2899
328 1190 1703 3429
329 617 1235 2167
330 1996 1172 3383
331 517 1933 2440
332 1169 231 1514
333 467 1048 1404
334 2290 822 3627
335 960 1959 3441
336 1211 1259 2369
337 52 620 796
338 926 772 1916
339 492 1664 2193
340 687 1300 1967
341 2018 207 2351
342 1802 1312 3303
343 1764 1209 3558
344 1484 867 2734
345 2224 707 3505
346 562 1627 2083
347 2019 1060 3093
348 296 570 1028
349 2249 216 2668
350 1643 966 3028
351 1482 848 2244
352 496 745 1139
353 505 736 1218
354 1415 1666 3014
355 299 1936 2199
356 65 10 1078
357 653 1355 1874
358 1702 479 2024
359 1155 1811 2881
360 32 805 850
361 1642 1260 3481
362 1586 976 2639
363 1047 1884 2891
364 1330 1811 2960
365 897 449 1307
366 591 1636 2142
367 1399 347 1783
368 1763 653 2282
369 1055 909 2279
370 1931 1645 4220
371 377 1041 1359
372 2066 1461 4128
373 2222 1633 4373
374 1381 988 2519
375 133 15 144
376 2054 827 3381
377 73 557 650
378 1433 1617 3276
379 2017 390 2700
380 1517 209 1723
381 1143 355 1450
382 1865 943 3209
383 22 1687 1795
384 1757 486 2241
385 196 1460 1520
386 696 1301 1949
387 1264 691 1763
388 169 1597 1607
389 681 1840 2822
390 1426 1141 2721
391 1033 11 976
392 2150 1559 3734
393 1335 1881 3449
394 185 32 200
395 1594 481 2319
396 691 868 1415
397 2268 159 2281
398 1609 1383 3007
399 411 1716 2322
400 2104 597 2772
401 1871 1396 3697
402 1388 75 1735
403 1486 678 2045
404 450 1419 1775
405 1203 392 1450
406 978 1628 2363
407 1308 73 1612
408 1509 312 2019
409 896 125 964
410 1080 1388 2697
411 729 1677 2345
412 132 1580 1822
413 966 1236 2302
414 1988 1532 3769
415 147 898 1061
416 1282 1416 2853
417 1704 1501 3327
418 2230 1325 3585
419 2150 715 3343
420 2017 1838 4370
421 43 1625 1864
422 1788 1216 2834
423 2128 856 3045
424 2198 478 2605
425 838 1803 2852
426 197 1702 2255
427 226 178 1492
428 806 681 1482
429 2255 1346 3739
430 173 55 1365
431 557 1618 2594
432 106 65 1258
433 1908 783 2686
434 566 1725 2463
435 1213 1361 2757
436 259 1686 2300
437 1805 1956 4030
438 1859 594 2455
439 947 936 2169
440 1401 602 1952
441 67 10 1440
442 1341 604 1855
443 1282 473 2025
444 1127 1196 2373
445 531 329 846
446 980 863 1867
447 953 339 1263
448 624 511 1113
449 406 795 1156
450 953 635 1596
451 349 1096 1477
452 1182 644 1934
453 1013 184 1250
454 50 64 124
455 100 1434 1548
456 591 842 1470
457 1830 194 2003
458 591 112 675
459 315 728 1249
460 926 996 1778
461 1972 713 2761
462 769 1884 2764
463 2095 1141 3146
464 893 339 1421
465 1710 1775 3955
466 166 725 817
467 384 1713 2022
468 177 142 1499
469 1704 1493 3140
470 1262 780 2328
471 1044 925 2202
472 982 208 1079
473 2163 1851 3992
474 614 625 1323
475 1635 1866 3704
476 2051 1570 3284
477 1544 339 1833
478 108 1831 2289
479 1563 792 2674
480 1336 283 1829
481 1444 46 1434
482 2165 1357 3581
483 1857 155 2400
484 1517 1294 2662
485 349 84 1012
486 917 581 1768
487 25 65 1217
488 368 28 1447
489 850 1294 2156
490 2065 160 2268
491 741 1020 1607
492 2034 324 2718
493 1394 966 2805
494 1446 1199 2876
495 686 605 1494
496 145 697 989
497 1253 1077 2234
498 290 1970 2486
499 992 518 1709
500 24 1963 2264
501 1444 1707 3430
502 2185 1851 4111
503 125 1126 1368
504 1804 876 2843
505 828 1418 2659
506 1305 1116 2336
507 2050 943 3496
508 424 1980 2557
509 2250 1970 3943
510 1210 1332 2716
511 47 147 1152
512 1532 12 1772
513 1928 1189 3463
514 234 388 682
515 630 210 939
516 1136 766 2152
517 1353 1364 3234
518 1057 895 1904
519 920 300 1331
520 2055 114 2337
521 1312 271 1744
522 1288 740 1922
523 2225 772 2777
524 1084 1177 2580
525 37 8 1385
526 1280 726 2168
527 622 1098 1624
528 1957 117 2442
529 513 1855 2800
530 1072 820 2210
531 430 95 579
532 1948 998 3429
533 1001 70 1157
534 1866 400 2322
535 184 1860 1941
536 252 1885 2138
537 638 1982 2819
538 1813 203 2267
539 2218 1258 3553
540 1830 171 2073
541 893 391 1159
542 953 725 1557
543 344 323 619
544 1033 210 1276
545 668 930 1564
546 2164 1857 3769
547 932 350 1536
548 429 338 771
549 1243 1394 2939
550 1738 670 2741
551 1419 1997 3842
552 762 1581 2272
553 890 1829 2560
554 664 750 1504
555 993 306 1336
556 195 835 1072
557 1556 943 2826
558 1540 594 2292
559 432 1404 2070
560 1551 1877 3865
561 601 351 1106
562 882 939 2142
563 92 302 456
564 1736 389 2515
565 351 150 1377
566 2139 89 2672
567 1479 216 1779
568 1908 979 2725
569 2137 1478 3271
570 1673 15 1938
571 98 1898 2256
572 1490 656 2361
573 1482 1840 3772
574 37 1676 1558
575 766 807 1463
576 1392 621 2375
577 293 172 1433
578 1187 658 2189
579 1887 895 3191
580 2110 1292 3298
581 101 76 1316
582 1360 498 1938
583 403 707 1185
584 1155 1005 2149
585 1862 1440 3448
586 325 781 1081
587 310 140 1047
588 1515 1042 2654
589 517 1306 1673
590 624 1699 2701
591 374 147 528
592 478 1259 2080
593 927 499 1706
594 2153 454 2621
595 1972 1458 3464
596 374 1881 2140
597 38 987 1154
598 838 1816 2495
599 240 1744 1800
600 1993 1437 3249
601 701 612 1486
602 1587 1448 3441
603 1120 1183 2747
604 386 713 1189
605 527 1486 2127
606 298 1544 2110
607 301 1121 1398
608 723 1757 2410
609 1456 1019 2458
610 1438 920 2202
611 1455 165 1740
612 1401 603 2395
613 2045 1084 3554
614 27 811 965
615 1596 750 2673
616 753 1666 2294
617 171 273 476
618 375 1264 1684
619 84 764 858
620 831 310 1285
621 223 603 777
622 17 137 1455
623 141 111 256
624 1454 1237 2737
625 2034 236 2599
626 1554 263 1935
627 1160 1114 2251
628 1145 1522 2549
629 38 181 219
630 366 939 1429
631 190 1533 1680
632 923 1005 2276
633 1474 87 1623
634 1090 630 1933
635 943 1433 2769
636 1803 87 1725
637 2037 34 1939
638 351 192 1499
639 940 1583 2472
640 1147 898 1941
641 2291 7 2506
642 155 1540 1846
643 2196 481 2543
644 1016 318 1515
645 609 1384 2136
646 1307 1737 2872
647 1794 1982 4364
648 539 77 655
649 960 1798 2800
650 1514 1561 3451
651 1495 1096 2873
652 1429 1918 3523
653 650 769 1350
654 880 436 1546
655 2294 1153 3462
656 1999 1093 3493
657 2166 1035 3342
658 1487 1725 3027
659 786 360 1040
660 1569 1056 2433
661 435 172 1148
662 42 155 1211
663 424 1136 1632
664 1386 194 1492
665 1564 1838 3223
666 1449 457 1765
667 990 1736 2630
668 393 1291 1730
669 1956 186 2131
670 1358 1150 2890
671 645 1283 2093
672 1917 556 2336
673 1287 1640 2773
674 905 644 1548
675 338 929 1279
676 777 1415 2247
677 19 1082 1317
678 1300 636 1790
679 121 1187 1475
680 1499 748 2456
681 1339 1952 3383
682 979 1334 2140
683 96 490 585
684 1992 1612 3795
685 393 76 1035
686 1719 1093 3000
687 191 823 980
688 797 1337 2304
689 731 62 822
690 2086 504 2519
691 1108 1515 2501
692 330 227 669
693 285 1096 1251
694 1244 961 2325
695 636 407 999
696 1498 283 1922
697 2084 571 2404
698 1634 1825 3549
699 359 1644 1872
700 8 1603 1461
701 829 1415 2674
702 1826 1145 2892
703 243 1004 1467
704 1715 1707 3976
705 1857 622 2708
706 2088 1129 3291
707 173 1830 2098
708 2234 1941 4511
709 817 1648 2763
710 1842 404 2134
711 273 220 484
712 1151 192 1295
713 1851 1439 3862
714 1768 1945 4186
715 1881 800 2558
716 39 1903 1928
717 1270 60 1569
718 691 266 873
719 1561 210 1867
720 1699 1251 3313
721 573 791 1273
722 1153 1960 3382
723 87 1666 1975
724 712 1083 1995
725 132 89 1249
726 1098 883 2328
727 1084 1667 2884
728 511 1018 1529
729 708 989 1564
730 1180 94 1203
731 1041 245 1439
732 1633 1 1622
733 362 121 521
734 2211 104 2561
735 1158 1369 2575
736 2094 399 2871
737 1107 1657 3174
738 940 355 1388
739 1961 736 3162
740 1205 871 2091
741 113 1020 1335
742 1901 704 3086
743 1374 1403 2695
744 2213 921 3489
745 171 163 1435
746 1118 288 1370
747 807 348 1130
748 588 1303 1952
749 252 592 890
750 796 388 1149
751 1497 866 2136
752 1659 1809 3769
753 2236 1924 4606
754 1689 1756 3729
755 2016 367 2306
756 1967 1368 3356
757 872 1823 2957
758 2254 1019 3601
759 2030 469 2628
760 2277 1678 4676
761 1445 1795 3589
762 786 160 878
763 995 1859 3072
764 486 531 1092
765 1668 545 2362
766 912 1693 2858
767 186 1932 2265
768 1739 1144 3133
769 151 681 845
770 1029 755 2124
771 1361 1503 3043
772 2108 1487 3867
773 749 1900 2974
774 2177 898 2980
775 220 87 1284
776 2204 1448 4255
777 2013 1228 3756
778 865 493 1403
779 1138 684 2079
780 590 324 956
781 427 1274 1882
782 2139 51 2198
783 257 647 827
784 280 125 1086
785 1096 630 1752
786 931 22 862
787 821 705 1501
788 127 26 1451
789 2021 434 2447
790 1378 1495 3422
791 864 1899 3069
792 880 7 805
793 1375 927 2313
794 1722 919 2453
795 483 1574 2000
796 1584 938 2625
797 123 1389 1504
798 335 39 397
799 1618 243 2063
800 2200 1686 4018
801 1263 397 1960
802 1323 919 2505
803 935 1684 2380
804 1329 1067 2292
805 971 226 1123
806 1042 1881 3358
807 535 1960 2532
808 375 283 720
809 2183 1402 3484
810 1141 1454 2688
811 1430 1665 3428
812 2165 246 2244
813 38 345 385
814 250 151 407
815 2134 1105 3817
816 386 445 927
817 2296 1150 3149
818 145 1653 1929
819 796 1000 2008
820 1804 1506 3369
821 2175 458 2630
822 2040 1209 2971
823 716 278 1078
824 740 1284 1971
825 1638 1087 2774
826 1791 499 2549
827 2064 942 3534
828 147 503 682
829 304 54 1377
830 1179 1269 2508
831 1116 928 2325
832 430 537 1129
833 2120 743 2841
834 1358 512 2088
835 942 1597 2515
836 418 589 1119
837 1321 700 2346
838 360 1781 2428
839 279 1510 1858
840 1744 1171 2737
841 659 1726 2724
842 318 69 398
843 779 76 991
844 1696 813 2397
845 1931 509 2528
846 2134 352 2795
847 1624 560 2132
848 525 314 840
849 646 650 1223
850 601 9 564
851 2199 1571 3613
852 1190 382 1720
853 146 1367 1507
854 1474 1519 3114
855 1844 695 2732
856 2273 1255 4061
857 1046 981 1981
858 204 164 1227
859 829 1819 2385
860 1760 200 2352
861 2185 548 2792
862 112 1513 1598
863 671 769 1547
864 2014 977 3293
865 967 1958 2848
866 1834 431 2639
867 1074 1099 2280
868 360 1332 1711
869 641 28 745
870 803 1494 2158
871 280 489 850
872 1529 160 1747
873 852 1366 2262
874 260 464 709
875 1746 1771 4205
876 169 537 718
877 913 933 1966
878 1592 15 1890
879 152 868 934
880 193 877 1123
881 1289 604 1950
882 1265 1986 3134
883 1260 1508 2667
884 1921 735 2579
885 510 1865 2378
886 950 90 1209
887 1642 700 2465
888 699 431 1149
889 1875 1312 3199
890 2127 1706 3743
891 476 989 1491
892 1073 1310 2835
893 2279 272 2433
894 1270 434 1605
895 1679 88 1737
896 2170 750 3086
897 1810 442 2178
898 2287 1266 4034
899 427 1742 1967
900 976 1807 2780
901 41 912 1021
902 203 1148 1386
903 338 184 1116
904 364 27 1167
905 2169 1795 3652
906 1640 769 2730
907 1153 1072 2151
908 2003 1929 4512
909 396 323 811
910 458 34 582
911 1412 813 2373
912 21 12 1218
913 737 946 1951
914 1106 479 1684
915 1701 362 2165
916 949 1845 2734
917 943 1120 1882
918 1166 1051 2215
919 937 1382 2140
920 1035 1324 2509
921 1801 1247 3378
922 899 1589 2947
923 1860 308 2139
924 1939 1114 2862
925 1726 464 2411
926 752 1391 2041
927 964 740 2006
928 1315 368 1665
929 1162 435 1457
930 1116 1450 2353
931 425 1846 2246
932 28 128 1280
933 67 1290 1603
934 396 39 1249
935 1525 317 1830
936 1423 650 1990
937 1124 949 2067
938 2288 647 3100
939 397 297 742
940 713 1503 2168
941 2087 150 2179
942 1733 538 2071
943 1661 251 2009
944 1455 433 2104
945 130 1613 1941
946 1393 386 1602
947 319 1988 2142
948 394 688 1129
949 1421 604 2349
950 2228 1296 3560
951 1720 1062 3223
952 1367 1213 2641
953 1369 1028 2611
954 1007 341 1247
955 44 1328 1398
956 742 1354 2379
957 2207 293 2413
958 396 50 472
959 1085 1044 2263
960 1570 1111 2919
961 1300 1105 2176
962 727 344 1111
963 1328 500 2111
964 1262 5 1301
965 125 632 817
966 350 1095 1668
967 989 1807 2651
968 1768 1942 3748
969 1155 1532 2713
970 1741 689 2385
971 902 1768 2855
972 261 170 1443
973 92 150 1100
974 921 423 1565
975 564 734 1292
976 1554 450 2077
977 580 78 781
978 2228 1066 3665
979 1407 1940 3114
980 1240 544 1768
981 188 1021 1342
982 234 955 1363
983 1953 58 2311
984 2112 1844 4212
985 553 590 1100
986 1989 90 2145
987 1054 1137 2228
988 766 543 1248
989 828 463 1341
990 2037 1770 3609
991 1140 554 1636
992 1617 1955 3287
993 2198 1156 3883
994 1819 1610 3834
995 1664 1254 3019
996 1736 1984 4404
997 1329 108 1721
998 1333 412 1602
999 614 774 1328
1000 82 47 1411

83916
113.294269
