250 12000 4000
1 309 151 442
2 353 669 1199
3 297 601 1046
4 877 427 1519
5 34 675 819
6 596 427 1127
7 1069 680 1943
8 455 125 573
9 30 656 774
10 778 561 1456
11 812 632 1670
12 182 206 404
13 160 79 1120
14 168 527 788
15 313 795 1284
16 592 161 838
17 1163 338 1665
18 722 134 927
19 43 1 40
20 1065 565 1565
21 580 200 826
22 607 408 1012
23 326 636 876
24 1110 12 1297
25 1058 100 1278
26 738 388 1272
27 863 540 1429
28 445 167 577
29 631 501 1083
30 530 654 1347
31 1003 339 1544
32 274 39 347
33 443 686 1036
34 2 20 22
35 1023 529 1664
36 234 268 456
37 385 638 1216
38 504 505 983
39 912 489 1262
40 875 697 1490
41 751 120 1014
42 281 253 600
43 1012 457 1687
44 970 589 1677
45 377 556 1081
46 362 2 363
47 431 613 1212
48 826 234 1079
49 1158 171 1438
50 400 8 428
51 725 491 1156
52 1075 273 1554
53 920 646 1795
54 96 64 1032
55 77 719 905
56 535 163 666
57 343 718 1025
58 206 763 1104
59 203 576 705
60 1101 32 1204
61 166 244 394
62 961 459 1393
63 709 623 1200
64 793 586 1273
65 730 521 1230
66 572 128 752
67 190 15 1130
68 1057 67 1043
69 938 63 1106
70 1045 636 1837
71 556 622 1208
72 921 42 1003
73 1017 549 1635
74 625 607 1368
75 837 736 1803
76 871 577 1358
77 572 430 1153
78 901 458 1388
79 861 723 1444
80 62 456 554
81 138 649 802
82 790 62 887
83 505 59 519
84 934 386 1310
85 709 713 1537
86 1145 605 1680
87 702 711 1512
88 785 718 1527
89 37 413 526
90 307 487 737
91 1025 297 1374
92 1190 750 1753
93 461 728 1263
94 280 318 592
95 599 785 1629
96 1146 515 1530
97 867 714 1652
98 911 705 1831
99 774 785 1618
100 945 718 1497
101 1019 36 1194
102 971 596 1823
103 114 217 389
104 960 592 1459
105 619 631 1322
106 563 597 1075
107 399 603 1053
108 988 265 1256
109 1144 372 1451
110 906 39 926
111 148 295 422
112 699 156 838
113 294 460 845
114 1110 106 1269
115 789 143 969
116 642 232 898
117 939 689 1600
118 460 735 1304
119 744 484 1131
120 1028 143 1348
121 764 338 1155
122 993 72 1136
123 1040 310 1419
124 713 17 720
125 141 17 1078
126 105 773 819
127 51 39 1437
128 867 785 1539
129 276 16 287
130 875 696 1685
131 487 152 618
132 265 783 1062
133 422 110 570
134 698 32 789
135 160 777 1030
136 159 107 299
137 919 654 1498
138 877 704 1629
139 275 795 1240
140 491 551 1234
141 685 640 1396
142 423 57 436
143 69 80 1139
144 1073 228 1341
145 588 725 1299
146 478 554 1097
147 123 745 951
148 103 739 988
149 571 125 664
150 887 215 1226
151 314 6 311
152 1169 164 1320
153 652 779 1383
154 647 30 812
155 88 617 702
156 404 394 857
157 183 175 400
158 387 706 1121
159 8 387 447
160 694 692 1469
161 207 75 1062
162 512 579 990
163 369 740 1196
164 123 356 495
165 137 574 835
166 546 290 952
167 439 605 1034
168 88 283 443
169 44 170 230
170 320 641 1063
171 207 384 569
172 579 794 1515
173 555 16 546
174 141 256 398
175 1198 574 2075
176 352 1 326
177 347 130 436
178 48 384 490
179 649 135 924
180 149 371 610
181 963 79 1149
182 444 387 987
183 454 717 1392
184 838 111 916
185 693 458 1040
186 791 73 1001
187 1048 289 1490
188 264 311 623
189 1129 579 1770
190 246 659 926
191 214 435 651
192 625 332 902
193 1058 330 1578
194 142 67 247
195 900 117 1203
196 517 334 768
197 1062 146 1256
198 100 281 370
199 327 439 713
200 42 48 1428
201 185 299 566
202 156 38 1372
203 772 107 818
204 788 257 1045
205 82 358 410
206 845 284 1147
207 48 289 369
208 936 371 1509
209 195 628 795
210 234 75 358
211 177 619 738
212 76 7 1060
213 116 54 1321
214 281 132 441
215 74 218 303
216 772 110 904
217 584 493 1128
218 1008 713 1711
219 162 62 1046
220 1029 729 1807
221 1076 539 1829
222 98 314 452
223 877 40 850
224 1029 664 1943
225 351 383 755
226 549 504 1064
227 720 523 1325
228 249 14 285
229 588 715 1234
230 510 516 1197
231 400 149 596
232 1108 698 2012
233 304 529 882
234 465 480 886
235 514 698 1321
236 285 670 899
237 257 385 708
238 917 685 1828
239 428 713 1306
240 89 75 1346
241 1028 107 1200
242 158 170 346
243 17 531 521
244 972 785 1746
245 1070 546 1631
246 352 794 1121
247 232 27 1250
248 139 227 340
249 947 374 1250
250 881 93 924

32627
5.882228
