50 1000 1000
1 35 142 194
2 80 69 158
3 66 190 297
4 59 55 107
5 76 65 140
6 74 118 180
7 98 17 107
8 95 61 151
9 37 168 241
10 78 144 229
11 88 167 265
12 1 4 1460
13 13 14 1353
14 42 76 136
15 84 1 93
16 12 149 163
17 71 192 249
18 50 187 277
19 48 200 252
20 18 65 98
21 46 13 65
22 4 18 1321
23 37 165 213
24 36 58 96
25 73 63 162
26 40 197 235
27 47 42 93
28 63 193 293
29 52 113 164
30 39 115 141
31 28 86 109
32 16 5 23
33 24 4 27
34 43 39 77
35 60 92 170
36 12 25 39
37 87 81 182
38 64 155 203
39 70 19 87
40 19 38 52
41 40 120 148
42 83 136 223
43 5 126 147
44 64 187 230
45 26 58 91
46 66 6 78
47 10 17 1303
48 42 163 187
49 80 58 141
50 73 8 78

7542
0.023387
