500 7000 18000
1 41 607 679
2 268 976 1150
3 53 1944 2185
4 663 981 1601
5 609 3443 4802
6 243 3322 4101
7 56 1561 1910
8 685 2370 2803
9 241 3094 3567
10 221 1154 1278
11 174 634 753
12 461 1909 2668
13 434 1273 1780
14 68 2329 2374
15 560 1580 2024
16 372 2976 3973
17 142 398 608
18 540 560 1288
19 642 16 721
20 578 3171 4430
21 112 118 212
22 231 2951 2958
23 138 2887 2902
24 370 2751 3564
25 179 1777 1985
26 253 592 954
27 105 1635 1668
28 140 53 225
29 231 241 547
30 575 1820 2244
31 543 3251 3855
32 32 663 820
33 129 262 352
34 547 3548 3970
35 486 2714 3575
36 124 2406 2915
37 10 50 1091
38 1 3297 3829
39 634 2215 2806
40 302 3409 3371
41 71 2566 3128
42 3 1452 1340
43 382 2989 3975
44 173 2971 2879
45 141 146 276
46 97 1101 1157
47 12 2572 2345
48 479 580 1256
49 298 2775 2809
50 20 1622 1963
51 396 5 413
52 513 1854 2272
53 213 8 244
54 278 1016 1493
55 285 1689 1798
56 56 3161 3642
57 573 1460 2112
58 659 4 764
59 341 1753 2093
60 296 54 406
61 18 3436 3210
62 548 1787 2639
63 300 3414 3423
64 644 1798 2466
65 133 242 1011
66 203 1742 2255
67 200 369 630
68 135 2699 2608
69 80 3415 3587
70 537 2685 3360
71 214 1835 2233
72 152 1701 1794
73 222 43 284
74 193 970 1159
75 302 1301 1738
76 530 1046 1712
77 697 2639 3208
78 62 278 1413
79 222 2593 3111
80 7 1774 2131
81 195 1734 2099
82 393 2786 3158
83 579 606 1331
84 204 1278 1410
85 508 2719 3139
86 670 1727 2286
87 429 1199 1723
88 298 1079 1518
89 109 1515 1803
90 626 3117 3376
91 170 1555 1810
92 174 3275 3262
93 327 3436 4364
94 158 1423 1438
95 278 13 296
96 301 3178 3789
97 231 979 1377
98 37 1284 1421
99 92 1997 2291
100 379 2742 3640
101 574 624 1192
102 153 750 853
103 654 308 992
104 51 990 1114
105 170 629 721
106 629 1102 1949
107 264 2291 2464
108 516 981 1730
109 311 2690 3474
110 501 1620 2162
111 249 795 1026
112 40 3100 3318
113 273 2009 2445
114 663 2947 4304
115 251 973 1464
116 604 2691 3692
117 471 2186 3042
118 542 10 637
119 50 218 1469
120 517 251 843
121 229 216 434
122 122 1259 1491
123 60 195 1267
124 156 2661 3002
125 632 2113 2562
126 642 2855 4011
127 370 874 1453
128 522 1347 2099
129 334 1816 2471
130 583 1071 1535
131 184 3150 3161
132 408 2677 2830
133 122 30 1164
134 62 331 1064
135 28 17 1260
136 687 2156 3231
137 91 1860 2284
138 577 1110 1542
139 26 1877 2183
140 383 2922 3897
141 293 1802 2005
142 113 791 964
143 553 1034 1440
144 262 2207 2782
145 445 2241 2686
146 361 1000 1442
147 571 1360 2096
148 566 2637 3840
149 280 283 517
150 564 1962 2695
151 580 426 960
152 398 1555 2009
153 279 1929 2187
154 515 158 636
155 51 1160 1333
156 364 2324 2478
157 543 235 727
158 566 1013 1497
159 466 1179 1859
160 293 1153 1601
161 618 643 1285
162 410 2863 3626
163 105 116 225
164 474 3385 3793
165 27 978 1191
166 397 318 771
167 186 1588 1874
168 608 1744 2346
169 29 2008 2366
170 7 3123 3476
171 182 316 510
172 251 180 405
173 120 1110 1173
174 133 3519 3951
175 325 2462 2825
176 94 2472 2788
177 185 2830 3460
178 25 2307 2174
179 33 193 1322
180 340 1260 1629
181 545 2113 2799
182 11 352 1211
183 107 2783 2615
184 323 1537 2151
185 565 1696 2388
186 241 2310 2620
187 455 2 414
188 613 3145 4400
189 671 3275 4635
190 599 2359 3440
191 63 449 536
192 697 2372 2828
193 558 2931 3274
194 186 2324 2843
195 315 3583 3837
196 261 1411 1852
197 341 3162 3195
198 128 3582 3651
199 66 204 273
200 501 632 1111
201 160 2209 2819
202 153 2438 2598
203 490 3593 4124
204 636 99 735
205 668 2488 2903
206 663 764 1648
207 595 999 1550
208 50 1173 1456
209 370 2417 3151
210 322 2163 2681
211 364 2039 2273
212 179 3408 3646
213 175 1244 1331
214 95 194 1426
215 71 330 366
216 414 1076 1464
217 301 283 587
218 232 2643 3205
219 192 577 702
220 322 2034 2295
221 359 1567 2058
222 9 1087 1146
223 321 2541 2945
224 453 1916 2323
225 200 2616 2833
226 580 1950 2980
227 7 1903 2047
228 588 1233 1724
229 524 3399 3776
230 81 3235 3156
231 546 3321 3481
232 184 2933 3468
233 660 367 1054
234 417 1181 1559
235 580 794 1427
236 390 326 741
237 13 3471 3826
238 6 2958 2842
239 422 3365 3853
240 119 2423 3003
241 344 1768 1977
242 388 3063 4016
243 624 2105 2740
244 600 1657 2597
245 47 3516 3224
246 108 1449 1464
247 84 153 1029
248 353 315 728
249 493 2796 3944
250 60 421 464
251 290 2037 2360
252 577 2368 3362
253 49 216 262
254 600 427 943
255 564 3005 3792
256 79 1032 1066
257 419 1202 1488
258 158 3134 3123
259 207 1796 1904
260 573 2997 3695
261 488 330 884
262 486 1773 2335
263 251 2522 2585
264 476 1223 1807
265 173 1586 1812
266 633 1482 2030
267 343 2608 2689
268 465 639 1041
269 167 1962 2029
270 73 341 1303
271 397 2616 3406
272 117 2767 2969
273 152 2756 2671
274 322 305 730
275 5 273 296
276 453 855 1232
277 71 2497 2985
278 274 1229 1725
279 614 1773 2548
280 394 136 488
281 67 297 1119
282 657 636 1359
283 641 301 875
284 360 2163 2359
285 220 358 676
286 84 349 1006
287 420 1731 2059
288 262 3098 3526
289 691 192 1014
290 25 1906 1791
291 676 3150 3929
292 335 13 342
293 541 1921 2953
294 348 2059 2633
295 210 1665 1847
296 361 350 706
297 275 3402 3324
298 203 2603 2884
299 106 988 1291
300 413 1917 2186
301 606 3067 3557
302 430 801 1205
303 282 1503 1751
304 429 3083 3232
305 100 3286 3823
306 662 2848 3373
307 366 3261 3644
308 427 778 1361
309 556 3291 3877
310 165 1287 1733
311 13 1110 1203
312 87 681 823
313 325 412 871
314 459 2920 3165
315 305 2459 2726
316 73 108 1089
317 51 273 1431
318 258 1891 1955
319 62 29 1212
320 117 1793 2052
321 359 1092 1574
322 545 27 515
323 39 1885 2249
324 110 3 1159
325 594 2478 3579
326 468 1887 2205
327 313 269 632
328 91 826 1030
329 310 119 410
330 229 2705 2910
331 595 3388 4167
332 619 1072 1604
333 238 721 890
334 483 1443 2260
335 404 3148 3924
336 341 284 632
337 233 524 720
338 107 2387 2266
339 637 3391 4347
340 471 2306 3148
341 15 202 211
342 21 165 1193
343 420 1652 1999
344 650 2832 4112
345 185 1755 1766
346 134 1833 2069
