250 8000 8000
1 103 569 685
2 740 870 1602
3 645 398 1123
4 138 453 692
5 693 1363 2423
6 737 118 785
7 245 810 1122
8 249 167 413
9 520 1516 2136
10 423 123 638
11 533 932 1603
12 68 39 1268
13 102 1173 1489
14 11 534 541
15 75 880 1104
16 574 1190 2114
17 692 415 1256
18 130 105 1117
19 218 1405 1632
20 511 837 1503
21 119 859 1151
22 33 468 551
23 616 253 808
24 697 548 1419
25 466 986 1421
26 348 1016 1294
27 699 736 1564
28 547 581 1212
29 557 1070 1733
30 458 374 907
31 791 88 969
32 530 105 761
33 459 934 1347
34 638 1328 1907
35 385 1493 2135
36 25 401 443
37 306 725 1070
38 367 70 441
39 62 521 665
40 335 254 641
41 167 1034 1184
42 496 794 1438
43 659 1253 1999
44 393 1521 1724
45 398 728 1260
46 567 1164 1877
47 198 473 744
48 507 1450 2282
49 621 79 661
50 89 1469 1525
51 378 1238 1932
52 282 491 838
53 136 192 345
54 651 527 1172
55 342 271 658
56 156 309 421
57 197 635 796
58 706 673 1347
59 638 50 722
60 53 393 433
61 297 1171 1394
62 275 727 1095
63 279 819 1093
64 123 1576 1817
65 377 985 1419
66 498 719 1404
67 710 1 784
68 290 402 777
69 569 540 1215
70 214 1324 1787
71 432 269 807
72 735 522 1342
73 14 1518 1577
74 402 1550 1865
75 506 1546 2208
76 200 1487 1783
77 575 608 1233
78 60 55 1005
79 202 486 683
80 177 547 748
81 175 4 198
82 681 102 746
83 611 21 679
84 47 647 796
85 515 169 783
86 462 863 1250
87 492 1541 1902
88 728 316 999
89 225 226 454
90 288 1440 2066
91 585 938 1399
92 320 706 1028
93 366 958 1212
94 180 1100 1387
95 319 755 1145
96 221 1115 1603
97 47 1040 1200
98 703 1155 2192
99 595 658 1470
100 99 1353 1524
101 40 360 465
102 725 1126 2137
103 267 1591 1896
104 679 1099 1922
105 255 87 315
106 525 471 1132
107 682 980 1616
108 319 802 1098
109 24 1198 1322
110 730 1078 2126
111 631 857 1497
112 319 977 1287
113 377 446 922
114 179 869 1149
115 726 120 942
116 541 1432 2293
117 551 1112 1562
118 715 452 1135
119 780 1505 2681
120 13 695 745
121 710 77 735
122 248 1460 1638
123 318 70 389
124 516 880 1323
125 188 1582 1865
126 623 1238 1760
127 689 1368 2408
128 24 452 564
129 110 108 1062
130 773 1548 2103
131 618 135 687
132 253 180 497
133 512 1273 1750
134 590 1590 2537
135 143 389 514
136 73 512 597
137 216 260 489
138 449 501 985
139 131 35 1397
140 784 427 1383
141 475 320 851
142 209 1387 1725
143 429 1521 1807
144 135 436 521
145 109 29 1155
146 533 248 741
147 401 576 1167
148 132 1309 1420
149 468 907 1586
150 96 1341 1458
151 180 930 1127
152 315 1575 2234
153 212 445 698
154 168 1244 1585
155 411 584 1155
156 609 979 1637
157 723 931 1617
158 290 53 340
159 299 994 1434
160 236 1313 1691
161 54 142 1112
162 323 42 432
163 554 802 1594
164 48 148 1375
165 514 1231 1614
166 192 858 1175
167 636 1401 2133
168 515 1259 2024
169 91 1527 1900
170 494 1320 2008
171 197 791 1172
172 697 424 1217
173 486 791 1408
174 354 1013 1474
175 204 1517 2037
176 360 1484 2191
177 106 321 406
178 528 352 964
179 277 1389 1580
180 387 408 854
181 362 1476 2144
182 622 908 1382
183 101 520 627
184 34 140 1329
185 523 882 1339
186 434 474 877
187 610 1582 2268
188 535 1131 1648
189 499 925 1689
190 367 426 913
191 527 1169 1835
192 57 1396 1630
193 743 1108 1712
194 443 1117 1709
195 115 930 1122
196 573 617 1118
197 204 490 751
198 715 1044 1596
199 721 529 1260
200 310 267 552
201 70 1007 1270
202 244 1073 1255
203 688 208 911
204 60 155 254
205 251 436 758
206 683 468 1152
207 468 847 1478
208 161 217 391
209 751 329 1005
210 516 926 1530
211 66 1600 1879
212 476 456 1050
213 488 1537 2353
214 246 432 630
215 256 147 448
216 738 1191 2308
217 171 108 288
218 564 1260 1732
219 689 1402 1902
220 294 1464 1998
221 476 1116 1563
222 437 1267 1979
223 380 998 1437
224 255 1596 2148
225 193 288 456
226 780 484 1256
227 676 1223 2025
228 2 51 1361
229 543 202 688
230 111 226 323
231 112 78 186
232 291 800 1068
233 250 1451 1903
234 51 270 323
235 484 814 1441
236 87 34 1133
237 88 85 1362
238 781 263 1245
239 69 149 1125
240 308 731 1224
241 286 535 764
242 49 48 102
243 377 375 684
244 366 748 1280
245 112 580 668
246 118 425 609
247 451 579 934
248 762 950 1597
249 116 1580 1952
250 144 148 304

32175
7.498684
