50 800 1500
1 28 169 181
2 40 6 55
3 56 95 165
4 66 288 372
5 70 285 373
6 22 176 231
7 9 216 211
8 38 62 97
9 33 196 211
10 14 158 201
11 61 24 87
12 40 21 55
13 26 82 125
14 39 225 283
15 17 246 285
16 80 185 287
17 47 115 156
18 55 9 76
19 13 262 329
20 72 133 213
21 63 190 286
22 55 144 226
23 27 224 284
24 25 243 260
25 33 209 254
26 40 274 348
27 23 86 113
28 34 8 48
29 34 149 211
30 6 235 279
31 72 90 181
32 9 86 103
33 35 36 78
34 12 34 42
35 62 95 185
36 54 64 111
37 50 236 318
38 70 160 230
39 29 15 46
40 46 201 235
41 72 6 88
42 78 149 244
43 9 33 45
44 13 120 149
45 36 235 313
46 64 126 202
47 19 206 244
48 54 284 312
49 54 214 316
50 32 95 150

2615
