500 7000 18000
1 617 1408 1900
2 642 780 1284
3 288 3254 3732
4 384 2619 2798
5 109 3164 3322
6 582 2517 3195
7 584 3047 4353
8 656 1024 1591
9 527 1730 2263
10 624 1309 1862
11 522 1369 1871
12 668 1728 2803
13 123 2341 2714
14 156 3200 3750
15 576 1686 2594
16 485 2715 3038
17 346 2406 2742
18 651 3137 3579
19 235 2929 2915
20 88 3586 3318
21 601 2829 4095
22 414 1325 1578
23 617 836 1732
24 395 1632 2276
25 662 922 1499
26 188 1472 1849
27 603 3149 4245
28 187 3355 3502
29 518 2173 2502
30 468 100 659
31 312 555 784
32 588 3148 3506
33 438 2564 2957
34 517 97 608
35 411 1701 2093
36 347 59 416
37 678 3381 4199
38 688 3410 4854
39 595 59 649
40 126 1503 1648
41 127 2348 2692
42 412 1189 1798
43 25 1825 1832
44 161 101 248
45 349 1143 1460
46 659 2965 4084
47 170 248 474
48 284 2207 2851
49 213 3599 3519
50 408 2811 3739
51 477 1502 2181
52 482 1151 1660
53 344 2936 3908
54 691 931 1460
55 17 1144 1280
56 197 549 714
57 575 2636 3738
58 589 2283 3426
59 364 1871 2254
60 413 2101 2551
61 408 2868 3613
62 665 3057 3609
63 636 2920 3753
64 398 2412 3194
65 94 2616 3222
66 535 398 1044
67 458 2247 2503
68 388 2709 3496
69 437 537 1001
70 67 1598 1612
71 376 358 737
72 493 2759 3096
73 309 3180 3898
74 360 2258 2590
75 134 3074 3134
76 219 1170 1469
77 143 1801 2165
78 429 808 1293
79 233 1030 1218
80 567 3465 3867
81 443 1908 2383
82 404 808 1300
83 327 828 1096
84 393 3426 3737
85 636 2635 3580
86 258 1507 1861
87 437 2096 2910
88 132 285 412
89 290 1936 2065
90 319 2104 2331
91 495 2758 3270
92 224 866 1197
93 123 584 719
94 463 615 972
95 48 2926 3497
96 203 2126 2651
97 532 2133 2730
98 647 2266 3020
99 365 1926 2253
100 72 383 496
101 1 1216 1414
102 604 2640 3149
103 601 2368 2915
104 338 3134 3667
105 46 1739 1765
106 477 1836 2518
107 189 2997 2955
108 341 3437 3635
109 220 2869 2789
110 92 2126 2591
111 549 2298 2842
112 237 386 619
113 216 3438 3440
114 303 3201 3232
115 309 2241 2819
116 471 1842 2509
117 138 2621 2948
118 87 2309 2253
119 544 2194 2873
120 640 3409 3968
121 533 255 846
122 213 3230 3590
123 375 2411 2956
124 223 650 857
125 105 770 867
126 688 3261 3941
127 642 165 785
128 615 2762 3638
129 565 850 1467
130 138 2861 3025
131 545 2776 3459
132 562 3026 3591
133 406 3459 3821
134 127 225 391
135 296 2545 2712
136 388 14 478
137 380 3007 3866
138 62 3228 3512
139 574 1250 2140
140 399 3199 3369
141 317 818 1167
142 414 3026 3105
143 90 1370 1558
144 650 2144 2685
145 643 2292 3439
146 369 3309 3595
147 287 2390 3045
148 31 2887 3176
149 425 774 1293
150 462 131 685
151 31 1207 1233
152 110 2122 2299
153 160 2160 2694
154 4 2774 2593
155 694 1413 1948
156 383 3109 3202
157 610 1721 2565
158 517 2780 3808
159 237 1957 2198
160 235 2729 2988
161 104 2375 2791
162 517 2096 2603
163 180 2886 2834
164 330 7 391
165 138 2857 3287
166 108 3577 4368
167 83 1 95
168 628 253 1035
169 387 707 1091
170 681 954 1694
171 181 1104 1306
172 202 273 496
173 549 1209 1939
174 644 3242 3772
175 120 799 885
176 146 2188 2667
177 437 46 493
178 593 3301 4241
179 33 435 431
180 30 2905 2936
181 522 1199 1816
182 411 1858 2324
183 312 3031 3142
184 385 670 1254
185 396 1691 1913
186 420 3464 3835
187 79 1022 1052
188 479 123 597
189 83 1125 1195
190 234 2523 3182
191 40 2117 2300
192 682 577 1411
193 294 1917 2062
194 389 1531 1835
195 331 2855 3454
196 281 2212 2578
197 158 2618 2687
198 366 3583 4350
199 640 3047 3588
200 560 789 1417
201 639 2860 3851
202 256 1614 2167
203 42 41 75
204 325 201 527
205 449 2817 3318
206 437 1806 2391
207 127 65 220
208 126 3070 3663
209 373 1045 1389
210 128 161 336
211 628 1279 2136
212 659 3600 4637
213 269 847 1276
214 241 13 268
215 592 1290 2079
216 161 1975 2362
217 329 2488 3086
218 517 1739 2618
219 130 2140 2450
220 91 3332 3207
221 544 687 1165
222 570 1907 2294
223 185 1454 1616
224 560 1099 1559
225 11 2523 2298
226 21 773 779
227 262 1829 2457
228 290 1059 1541
229 585 2111 2511
230 430 1963 2790
231 133 1420 1763
232 174 2956 3409
233 7 2628 2652
234 509 526 956
235 93 1651 1676
236 184 1985 2262
237 364 210 689
238 467 2119 2558
239 56 2040 2293
240 333 1023 1538
241 228 1968 2175
242 87 1192 1403
243 522 1908 2330
244 342 132 437
245 321 2894 3098
246 405 1914 2207
247 3 568 683
248 323 60 452
249 14 896 1076
250 43 1128 1092
251 691 248 993
252 399 2328 3043
253 668 397 1169
254 434 747 1358
255 163 2408 2809
256 530 1296 1841
257 630 2809 3751
258 540 2551 3043
259 282 726 1033
260 37 3019 3601
261 513 383 959
262 540 839 1506
263 457 520 989
264 681 1772 2734
265 695 2770 4032
266 218 757 1088
267 482 871 1610
