50 1000 1000
1 56 53 112
2 15 83 118
3 70 149 232
4 96 73 199
5 70 124 200
6 92 196 312
7 28 2 33
8 66 72 134
9 70 15 90
10 14 149 183
11 31 53 92
12 5 86 82
13 49 169 197
14 83 109 206
15 80 53 159
16 37 109 162
17 13 161 169
18 28 191 257
19 12 181 187
20 44 102 167
21 22 57 74
22 25 170 191
23 7 141 144
24 73 25 99
25 9 113 133
26 4 89 104
27 44 127 178
28 51 63 127
29 88 108 227
30 69 12 79
31 2 43 50
32 65 130 221
33 3 162 195
34 34 195 268
35 84 146 273
36 6 91 101
37 40 75 114
38 76 145 227
39 17 94 131
40 14 122 144
41 67 185 287
42 79 46 150
43 11 55 62
44 94 49 164
45 26 101 147
46 82 59 132
47 95 158 279
48 60 169 212
49 28 192 251
50 47 50 116

2274
