50 800 1500
1 32 36 80
2 78 12 94
3 5 215 257
4 77 67 139
5 30 136 178
6 22 232 253
7 73 46 119
8 72 61 150
9 69 107 203
10 22 176 209
11 8 265 315
12 21 157 201
13 25 170 185
14 2 79 95
15 6 13 1233
16 26 235 271
17 64 70 129
18 32 100 141
19 10 93 96
20 26 4 35
21 62 104 173
22 36 294 305
23 23 8 33
24 76 30 99
25 56 212 293
26 36 37 73
27 20 18 45
28 4 130 146
29 20 285 330
30 21 122 138
31 68 141 192
32 39 72 100
33 70 246 300
34 76 22 108
35 13 193 191
36 26 266 293
37 19 225 275
38 29 118 176
39 20 95 114
40 66 33 99
41 65 246 366
42 45 231 259
43 78 29 121
44 21 257 306
45 36 196 245
46 3 282 295
47 64 31 111
48 6 227 255
49 34 150 182
50 66 189 243

3814
