500 15000 15000
1 1194 588 2015
2 78 2482 2545
3 632 2824 3984
4 797 1282 2146
5 662 868 1546
6 697 117 828
7 560 675 1451
8 341 480 833
9 391 1164 1672
10 216 1258 1419
11 76 1047 1159
12 813 121 1001
13 1054 308 1571
14 569 2915 3171
15 48 2988 3096
16 1252 477 1753
17 1109 86 1154
18 1289 1455 3056
19 1415 2236 3355
20 1265 2078 3659
21 1473 331 2008
22 24 401 403
23 268 167 443
24 856 804 1752
25 270 252 499
26 1252 1360 2675
27 730 38 849
28 18 289 325
29 1081 2530 4176
30 1221 287 1463
31 464 707 1390
32 68 2405 2247
33 1351 1718 2789
34 470 109 550
35 892 2798 3884
36 1040 739 1606
37 270 228 1173
38 261 129 1303
39 903 1032 2307
40 713 1305 2221
41 555 1002 1847
42 678 1615 2528
43 1066 554 1885
44 1474 1723 3428
45 321 2605 3232
46 220 132 360
47 342 262 585
48 219 1535 1797
49 639 1018 1571
50 1057 1869 3068
51 635 2204 3130
52 1337 313 1697
53 1206 74 1305
54 309 1539 2174
55 1096 910 2322
56 957 1976 3353
57 890 910 2061
58 890 1639 2596
59 1044 180 1219
60 1088 893 2147
61 784 1206 1948
62 253 2010 2128
63 738 1951 2441
64 139 282 1062
65 114 444 648
66 370 2774 2879
67 493 232 695
68 1060 2928 3672
69 912 769 1987
70 247 82 1374
71 1095 2289 3369
72 86 1424 1770
73 107 1854 2119
74 365 2897 2998
75 509 882 1256
76 1456 1657 2950
77 1129 2692 4282
78 196 402 630
79 1324 989 2693
80 1422 2447 3795
81 226 1531 2042
82 114 480 638
83 305 1274 1705
84 1425 2633 4471
85 1072 1598 2911
86 1443 1962 3853
87 1033 2810 4454
88 414 2409 2822
89 851 1796 2602
90 1265 2003 3548
91 920 14 876
92 1487 951 2876
93 365 1271 1715
94 773 1099 1922
95 157 440 550
96 403 1212 1796
97 849 1432 2345
98 608 27 657
99 1187 1872 3366
100 1 55 1413
101 1155 2423 3481
102 678 2564 3413
103 1156 1727 2875
104 905 539 1441
105 917 2615 3191
106 336 423 803
107 158 2543 2586
108 1472 2629 4234
109 614 1999 2689
110 1325 1581 3343
111 712 2216 2822
112 39 147 174
113 239 1217 1682
114 788 1840 3008
115 676 188 806
116 1439 2974 4640
117 975 1030 2253
118 218 223 514
119 562 378 1055
120 637 1574 2096
121 753 2039 2633
122 206 1004 1113
123 145 2822 2997
124 87 397 550
125 422 2085 2806
126 843 1873 2838
127 241 150 448
